CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Total,Segment,Churn_Risk
12506,233,1,73.49999964237219,1,1,1,3,Lost Customers,High
12507,134,3,1304.8100051879887,2,3,4,9,Need Attention,Medium
12508,26,2,397.8799999058246,4,2,2,8,Potential Loyalists,Low
12509,284,1,176.49999690055856,1,1,1,3,Lost Customers,High
12510,143,2,982.5700020790094,2,2,4,8,Need Attention,Medium
12512,66,2,132.17999845743185,3,2,1,6,Lost Customers,Low
12513,113,1,612.2899967432022,2,1,3,6,Lost Customers,Medium
12514,267,1,1017.679991483688,1,1,4,6,Lost Customers,High
12515,353,1,383.70000004768383,1,1,2,4,Lost Customers,High
12516,78,2,1312.0599808692943,2,2,4,8,Need Attention,Low
12517,28,5,2481.599983334541,4,4,5,13,Need Attention,Low
12518,1,5,2056.8899969160557,5,4,5,14,Champions,Low
12519,64,1,330.8400001525878,3,1,2,6,Lost Customers,Low
12520,79,5,2634.259991765022,2,4,5,11,Need Attention,Low
12521,143,1,599.6799932718275,2,1,3,6,Lost Customers,Medium
12522,39,2,192.72000029683102,3,2,1,6,Potential Loyalists,Low
12523,19,11,1789.7699880599976,4,5,4,13,Champions,Low
12524,9,8,4485.719924300909,5,5,5,15,Champions,Low
12526,1,3,1316.6599955558772,5,3,4,12,Potential Loyalists,Low
12527,82,3,348.7099953889847,2,3,2,7,Lost Customers,Low
12528,9,6,1933.479990541935,5,5,4,14,Champions,Low
12530,60,4,1662.2799904346466,3,4,4,11,Need Attention,Low
12531,15,1,125.21999990940094,4,1,1,6,Potential Loyalists,Low
12532,30,1,349.8299951553345,4,1,2,7,Potential Loyalists,Low
12534,131,1,1089.1799940764906,2,1,4,7,Lost Customers,Medium
12535,92,2,716.3499860763545,2,2,3,7,Need Attention,Medium
12536,43,3,12601.830096185207,3,3,5,11,Need Attention,Low
12538,29,1,363.94999921321875,4,1,2,7,Potential Loyalists,Low
12539,22,4,5568.34997177124,4,4,5,13,Need Attention,Low
12540,20,17,13400.239962518217,4,5,5,14,Champions,Low
12541,30,3,981.1800034642221,4,3,4,11,Need Attention,Low
12544,36,1,372.699999809265,3,1,2,6,Potential Loyalists,Low
12545,75,2,1000.3900051116946,2,2,4,8,Need Attention,Low
12546,47,2,1161.499995112419,3,2,4,9,Need Attention,Low
12547,198,2,207.8000011444092,1,2,1,4,Lost Customers,High
12548,166,1,95.2000017166138,2,1,1,4,Lost Customers,Medium
12550,79,1,964.8299940526485,2,1,4,7,Lost Customers,Low
12551,358,1,168.0000019073488,1,1,1,3,Lost Customers,High
12552,39,2,437.8199984133243,3,2,2,7,Potential Loyalists,Low
12553,8,10,3692.2799662947646,5,5,5,15,Champions,Low
12556,50,2,599.559998780489,3,2,3,8,Need Attention,Low
12557,16,5,11990.96016478538,4,4,5,13,Champions,Low
12558,8,1,269.95999336242664,5,1,2,8,Potential Loyalists,Low
12559,311,2,561.7099943757061,1,2,3,6,Lost Customers,High
12560,5,3,2134.009999245405,5,3,5,13,Potential Loyalists,Low
12561,303,1,238.8499985933306,1,1,1,3,Lost Customers,High
12562,8,7,3781.739967018365,5,5,5,15,Champions,Low
12564,261,1,456.8999991416929,1,1,2,4,Lost Customers,High
12565,289,1,145.91999995708463,1,1,1,3,Lost Customers,High
12566,86,1,351.6499969661237,2,1,2,5,Lost Customers,Low
12567,23,10,9401.279955893753,4,5,5,14,Champions,Low
12569,2,32,4124.689980745316,5,5,5,15,Champions,Low
12571,40,2,519.6099987030029,3,2,3,8,Potential Loyalists,Low
12572,9,2,1020.4199971631167,5,2,4,11,Potential Loyalists,Low
12573,227,1,160.54000037908554,1,1,1,3,Lost Customers,High
12574,316,1,218.4499993324279,1,1,1,3,Lost Customers,High
12576,36,5,1315.8299968242648,3,4,4,11,Need Attention,Low
12577,35,3,626.5999948233366,3,3,3,9,Need Attention,Low
12578,21,2,2794.50998532772,4,2,5,11,Need Attention,Low
12579,78,1,440.4199994802478,2,1,2,5,Lost Customers,Low
12580,247,1,415.70000052452076,1,1,2,4,Lost Customers,High
12581,40,1,197.71000030636793,3,1,1,5,Lost Customers,Low
12582,239,2,511.3600001335145,1,2,3,6,Lost Customers,High
12583,3,15,7281.3799976706505,5,5,5,15,Champions,Low
12584,4,9,2338.1499891281123,5,5,5,15,Champions,Low
12585,234,2,2040.1000054180622,1,2,4,7,Need Attention,High
12586,17,1,196.9399974942208,4,1,1,6,Potential Loyalists,Low
12587,8,1,143.9999961853027,5,1,1,7,Potential Loyalists,Low
12588,39,1,214.8999977111816,3,1,1,5,Lost Customers,Low
12589,29,2,646.6800007820129,4,2,3,9,Potential Loyalists,Low
12590,211,2,9864.259929418564,1,2,5,8,Need Attention,High
12591,317,1,452.85000181198126,1,1,2,4,Lost Customers,High
12592,92,2,437.600001811981,2,2,2,6,Lost Customers,Medium
12593,109,3,418.0999994277952,2,3,2,7,Lost Customers,Medium
12594,38,10,3338.2199575901027,3,5,5,13,Champions,Low
12596,51,2,618.2700002491476,3,2,3,8,Need Attention,Low
12597,19,4,3811.2199925184254,4,4,5,13,Need Attention,Low
12598,10,8,3023.080000400543,5,5,5,15,Champions,Low
12599,29,7,1032.5799994468691,4,5,4,13,Need Attention,Low
12600,29,10,2599.039942502973,4,5,5,14,Champions,Low
12601,190,5,577.0599995851518,1,4,3,8,Need Attention,High
12602,59,1,153.11999797821045,3,1,1,5,Lost Customers,Low
12603,22,1,739.199989318848,4,1,3,8,Potential Loyalists,Low
12604,79,2,254.1800007820128,2,2,2,6,Lost Customers,Low
12607,60,1,1579.509996324778,3,1,4,8,Need Attention,Low
12609,78,3,1126.8499990701675,2,3,4,9,Need Attention,Low
12610,23,5,2099.5399955511098,4,4,5,13,Need Attention,Low
12611,52,1,1193.320000052452,3,1,4,8,Need Attention,Low
12612,74,1,704.0399923324584,2,1,3,6,Lost Customers,Low
12613,57,5,3344.379989534616,3,4,5,12,Need Attention,Low
12614,278,1,315.59999537467974,1,1,2,4,Lost Customers,High
12615,2,4,2291.1899791359906,5,4,5,14,Champions,Low
12616,95,2,713.299995422363,2,2,3,7,Lost Customers,Medium
12617,29,1,352.9799970090388,4,1,2,7,Potential Loyalists,Low
12618,22,1,177.30999761819848,4,1,1,6,Potential Loyalists,Low
12619,16,9,3641.2400373220457,4,5,5,14,Champions,Low
12620,15,3,1339.409990340471,4,3,4,11,Potential Loyalists,Low
12621,2,20,13689.669930189846,5,5,5,15,Champions,Low
12622,232,1,180.0999989509582,1,1,1,3,Lost Customers,High
12623,276,1,305.1000012457371,1,1,2,4,Lost Customers,High
12624,106,2,641.1299970149995,2,2,3,7,Lost Customers,Medium
12625,212,2,2683.8199955523023,1,2,5,8,Need Attention,High
12626,23,9,6620.479955255984,4,5,5,14,Champions,Low
12627,11,7,4478.5299829244605,5,5,5,15,Champions,Low
12628,4,3,786.4599986374375,5,3,3,11,Potential Loyalists,Low
12630,10,2,1270.8799966573715,5,2,4,11,Potential Loyalists,Low
12631,57,1,640.5000004768368,3,1,3,7,Lost Customers,Low
12633,59,4,2163.979967027902,3,4,5,12,Need Attention,Low
12635,90,2,1689.1799952089787,2,2,4,8,Need Attention,Low
12637,67,8,6002.899966448545,3,5,5,13,Need Attention,Low
12638,33,1,671.6899942159653,4,1,3,8,Potential Loyalists,Low
12639,239,1,486.09999489784224,1,1,2,4,Lost Customers,High
12640,24,3,1174.5799986124036,4,3,4,11,Need Attention,Low
12641,115,1,185.8999979496002,2,1,1,4,Lost Customers,Medium
12642,25,3,1013.2600059509278,4,3,4,11,Need Attention,Low
12643,128,6,3344.6399924755106,2,5,5,12,Need Attention,Medium
12644,130,1,477.91000056266785,2,1,2,5,Lost Customers,Medium
12645,34,4,1775.1799914836884,3,4,4,11,Need Attention,Low
12646,5,2,1346.9700098037717,5,2,4,11,Potential Loyalists,Low
12647,22,12,3722.8199748992915,4,5,5,14,Champions,Low
12648,155,1,318.05000257492054,2,1,2,5,Lost Customers,Medium
12649,107,3,623.5099978148938,2,3,3,8,Need Attention,Medium
12650,3,1,314.4399995803833,5,1,2,8,Potential Loyalists,Low
12651,335,1,113.99999856948853,1,1,1,3,Lost Customers,High
12652,331,1,919.979996085167,1,1,3,5,Lost Customers,High
12653,149,2,2209.8499987125397,2,2,5,9,Need Attention,Medium
12654,11,5,601.9799935817717,5,4,3,12,Potential Loyalists,Low
12656,17,5,4051.1699660420404,4,4,5,13,Champions,Low
12657,11,4,1643.179989129306,5,4,4,13,Need Attention,Low
12658,19,1,686.0499966144561,4,1,3,8,Potential Loyalists,Low
12659,30,1,91.67999839782709,4,1,1,6,Lost Customers,Low
12660,11,1,245.0999965667724,5,1,1,7,Potential Loyalists,Low
12662,1,11,3849.779991537332,5,5,5,15,Champions,Low
12664,8,9,4881.880036592485,5,5,5,15,Champions,Low
12665,325,1,63.0,1,1,1,3,Lost Customers,High
12667,58,1,620.1299979686737,3,1,3,7,Lost Customers,Low
12668,12,4,3807.1499804258347,5,4,5,14,Champions,Low
12669,151,3,2744.0300531685402,2,3,5,10,Need Attention,Medium
12670,10,5,2996.0499784946437,5,4,5,14,Champions,Low
12672,330,1,225.8999993801117,1,1,1,3,Lost Customers,High
12673,5,2,610.519992560148,5,2,3,10,Potential Loyalists,Low
12674,39,4,1970.5999929606917,3,4,4,11,Need Attention,Low
12676,25,6,1331.3899966180331,4,5,4,13,Need Attention,Low
12678,42,12,17628.45992988348,3,5,5,13,Champions,Low
12679,59,4,1113.0199928283694,3,4,4,11,Need Attention,Low
12680,1,4,862.8100000619887,5,4,3,12,Potential Loyalists,Low
12681,15,22,13787.53991958499,4,5,5,14,Champions,Low
12682,4,31,12279.81985634565,5,5,5,15,Champions,Low
12683,4,15,8476.569945663214,5,5,5,15,Champions,Low
12684,8,7,2283.629994869232,5,5,5,15,Champions,Low
12685,28,6,2863.0799885988226,4,5,5,14,Need Attention,Low
12686,372,1,89.13999986648568,1,1,1,3,Lost Customers,High
12688,114,1,4873.809997737408,2,1,5,8,Need Attention,Medium
12689,26,2,1247.609991192817,4,2,4,10,Need Attention,Low
12690,206,1,389.009999036789,1,1,2,4,Lost Customers,High
12691,28,6,1035.7999994754796,4,5,4,13,Need Attention,Low
12693,127,4,855.9099955558775,2,4,3,9,Need Attention,Medium
12694,70,2,869.6699988842012,3,2,3,8,Need Attention,Low
12695,7,4,582.0999917984009,5,4,3,12,Potential Loyalists,Low
12697,29,3,957.5899934768676,4,3,4,11,Need Attention,Low
12700,8,4,4939.98998120427,5,4,5,14,Champions,Low
12701,80,2,797.7099943459035,2,2,3,7,Need Attention,Low
12702,20,1,218.9999957084654,4,1,1,6,Potential Loyalists,Low
12703,71,1,283.54999923706055,3,1,2,6,Lost Customers,Low
12704,7,8,2340.839981675148,5,5,5,15,Champions,Low
12705,15,9,6868.289976924658,4,5,5,14,Champions,Low
12707,292,1,603.4199954271317,1,1,3,5,Lost Customers,High
12708,30,10,2712.909998685122,4,5,5,14,Champions,Low
12709,15,15,9706.519973337648,4,5,5,14,Champions,Low
12710,97,3,1149.0200002193449,2,3,4,9,Need Attention,Medium
12712,29,13,4396.1299517154675,4,5,5,14,Champions,Low
12713,1,1,848.5499984025957,5,1,3,9,Potential Loyalists,Low
12714,9,5,4708.85997468233,5,4,5,14,Champions,Low
12715,106,1,343.3599953651424,2,1,2,5,Lost Customers,Medium
12716,4,2,1053.4900007843971,5,2,4,11,Potential Loyalists,Low
12717,151,2,1030.9799953699114,2,2,4,8,Need Attention,Medium
12718,71,1,238.2499994039536,3,1,1,5,Lost Customers,Low
12719,5,2,644.9499988555908,5,2,3,10,Potential Loyalists,Low
12720,3,25,5781.729972153902,5,5,5,15,Champions,Low
12721,32,6,2656.1299795806412,4,5,5,14,Need Attention,Low
12722,85,4,997.6299974322318,2,4,4,10,Need Attention,Low
12723,4,5,725.0700005292891,5,4,3,12,Potential Loyalists,Low
12724,5,4,1031.4099972248073,5,4,4,13,Potential Loyalists,Low
12725,371,1,427.80000019073486,1,1,2,4,Lost Customers,High
12726,28,7,2609.0999880433087,4,5,5,14,Need Attention,Low
12727,11,7,3980.6999939084044,5,5,5,15,Champions,Low
12728,71,4,836.3299988508226,3,4,3,10,Need Attention,Low
12729,114,1,453.0099940299988,2,1,2,5,Lost Customers,Medium
12731,24,12,18895.909891605377,4,5,5,14,Champions,Low
12732,180,1,236.2600045204165,1,1,1,3,Lost Customers,Medium
12733,234,1,383.94999694824213,1,1,2,4,Lost Customers,High
12734,353,1,110.40000176429751,1,1,1,3,Lost Customers,High
12735,315,2,779.5699931383134,1,2,3,6,Lost Customers,High
12736,333,1,234.0000007152558,1,1,1,3,Lost Customers,High
12738,372,1,155.35000181198126,1,1,1,3,Lost Customers,High
12739,78,2,1013.039993017912,2,2,4,8,Need Attention,Low
12740,64,1,427.60000276565546,3,1,2,6,Lost Customers,Low
12743,134,2,540.1299955248834,2,2,3,7,Lost Customers,Medium
12744,52,7,21279.2899990082,3,5,5,13,Champions,Low
12747,2,11,4196.009998798369,5,5,5,15,Champions,Low
12748,1,209,33053.189793787904,5,5,5,15,Champions,Low
12749,4,5,4090.87998393178,5,4,5,14,Champions,Low
12750,129,1,275.8800019919874,2,1,2,5,Lost Customers,Medium
12752,81,1,4366.780012488364,2,1,5,8,Need Attention,Low
12753,23,6,21429.389945983887,4,5,5,14,Champions,Low
12754,236,3,3010.740080058574,1,3,5,9,Need Attention,High
12755,281,2,3811.9499286413184,1,2,5,8,Need Attention,High
12756,87,1,112.0800025463105,2,1,1,4,Lost Customers,Low
12757,16,13,7834.649844020603,4,5,5,14,Champions,Low
12758,117,2,2791.5899738073354,2,2,5,9,Need Attention,Medium
12759,52,3,1531.4400062263012,3,3,4,10,Need Attention,Low
12762,8,2,1898.5200028419492,5,2,4,11,Potential Loyalists,Low
12763,138,2,494.0800079107284,2,2,3,7,Lost Customers,Medium
12764,317,1,1693.8799898624416,1,1,4,6,Lost Customers,High
12766,4,7,6989.629930585623,5,5,5,15,Champions,Low
12769,239,1,1143.5999937057493,1,1,4,6,Lost Customers,High
12770,211,1,1351.4499883651727,1,1,4,6,Lost Customers,High
12772,60,1,892.4700009822848,3,1,3,7,Lost Customers,Low
12775,17,5,1386.0400071144109,4,4,4,12,Need Attention,Low
12778,20,6,822.2300040125849,4,5,3,12,Need Attention,Low
12779,38,8,3981.3599915504456,3,5,5,13,Champions,Low
12781,64,2,826.7399985790254,3,2,3,8,Need Attention,Low
12782,5,5,2330.919998824596,5,4,5,14,Champions,Low
12783,2,6,2225.909974396229,5,5,5,15,Champions,Low
12784,9,2,532.8199959695338,5,2,3,10,Potential Loyalists,Low
12785,364,1,311.9500005245211,1,1,2,4,Lost Customers,High
12787,10,3,463.6599934101104,5,3,2,10,Potential Loyalists,Low
12789,65,1,91.8500022888185,3,1,1,5,Lost Customers,Low
12790,192,1,324.91999626159674,1,1,2,4,Lost Customers,High
12791,374,1,192.600002288818,1,1,1,3,Lost Customers,High
12792,257,1,400.54000118374825,1,1,2,4,Lost Customers,High
12793,335,2,545.4799985885619,1,2,3,6,Lost Customers,High
12794,53,2,860.409996598959,3,2,3,8,Need Attention,Low
12795,19,1,430.47999668121327,4,1,2,7,Potential Loyalists,Low
12797,366,1,254.0299961566925,1,1,2,4,Lost Customers,High
12798,10,3,6977.039915084847,5,3,5,13,Champions,Low
12802,187,1,427.579999089241,1,1,2,4,Lost Customers,High
12808,37,3,483.64999461173977,3,3,2,8,Potential Loyalists,Low
12809,178,1,489.30999875068653,2,1,3,6,Lost Customers,Medium
12811,261,3,514.8500006198886,1,3,3,7,Lost Customers,High
12812,45,1,229.6400022506714,3,1,1,5,Lost Customers,Low
12814,102,1,125.9199981689453,2,1,1,4,Lost Customers,Medium
12815,148,2,1063.4599938392637,2,2,4,8,Need Attention,Medium
12816,96,2,572.1999988555908,2,2,3,7,Lost Customers,Medium
12817,281,1,166.0399980545043,1,1,1,3,Lost Customers,High
12818,262,1,1542.0799794197085,1,1,4,6,Lost Customers,High
12820,3,4,942.3399962782861,5,4,4,13,Potential Loyalists,Low
12821,214,1,92.7199997901916,1,1,1,3,Lost Customers,High
12822,71,2,948.879986047744,3,2,4,9,Need Attention,Low
12823,75,5,1759.5000219345088,2,4,4,10,Need Attention,Low
12824,60,1,397.12000083923334,3,1,2,6,Lost Customers,Low
12826,3,7,1474.719988137483,5,5,4,14,Champions,Low
12827,6,3,430.14999306201923,5,3,2,10,Potential Loyalists,Low
12828,3,6,1018.709991574287,5,5,4,14,Champions,Low
12829,337,2,293.000002205372,1,2,2,5,Lost Customers,High
12830,38,6,6814.639968395232,3,5,5,13,Need Attention,Low
12831,262,1,215.0499980449677,1,1,1,3,Lost Customers,High
12832,32,2,383.02999758720387,4,2,2,8,Potential Loyalists,Low
12833,145,1,417.38000035285944,2,1,2,5,Lost Customers,Medium
12834,283,1,312.3799934387208,1,1,2,4,Lost Customers,High
12836,59,4,2610.35997825861,3,4,5,12,Need Attention,Low
12837,173,1,134.10000002384186,2,1,1,4,Lost Customers,Medium
12838,34,2,671.9500006735326,3,2,3,8,Potential Loyalists,Low
12839,3,14,5591.419990241527,5,5,5,15,Champions,Low
12840,144,4,2726.769970178602,2,4,5,11,Need Attention,Medium
12841,5,25,3991.579996705056,5,5,5,15,Champions,Low
12842,70,2,1118.9899987280378,3,2,4,9,Need Attention,Low
12843,66,8,1702.2599725723262,3,5,4,12,Need Attention,Low
12844,29,2,325.9599968492987,4,2,2,8,Potential Loyalists,Low
12845,267,4,354.090002477169,1,4,2,7,Lost Customers,High
12847,22,1,843.6399959027767,4,1,3,8,Potential Loyalists,Low
12849,31,2,1010.2900020480158,4,2,4,10,Need Attention,Low
12851,97,1,131.8099996298552,2,1,1,4,Lost Customers,Medium
12852,295,1,311.55000352859497,1,1,2,4,Lost Customers,High
12853,135,6,1957.0999879837032,2,5,4,11,Need Attention,Medium
12854,79,3,1316.249999701977,2,3,4,9,Need Attention,Low
12855,373,1,38.1000008583069,1,1,1,3,Lost Customers,High
12856,8,6,2170.779987156391,5,5,5,15,Champions,Low
12857,211,2,1106.3999872207637,1,2,4,7,Need Attention,High
12863,52,1,521.2000017166138,3,1,3,7,Lost Customers,Low
12864,138,1,147.1199973821643,2,1,1,4,Lost Customers,Medium
12865,26,2,1568.2300080060959,4,2,4,10,Need Attention,Low
12866,283,1,559.1199947297573,1,1,3,5,Lost Customers,High
12867,26,7,4009.339980989696,4,5,5,14,Champions,Low
12868,186,6,1607.059997797012,1,5,4,10,Need Attention,High
12871,84,2,380.6399954557417,2,2,2,6,Lost Customers,Low
12872,327,2,599.9700033664705,1,2,3,6,Lost Customers,High
12873,282,1,373.99999427795296,1,1,2,4,Lost Customers,High
12875,143,2,343.2300036102535,2,2,2,6,Lost Customers,Medium
12876,58,2,2218.019990921021,3,2,5,10,Need Attention,Low
12877,4,12,1535.769993543625,5,5,4,14,Champions,Low
12878,236,2,854.9899947643279,1,2,3,6,Lost Customers,High
12879,45,3,573.2199923992156,3,3,3,9,Need Attention,Low
12881,276,1,297.9999990463256,1,1,2,4,Lost Customers,High
12882,9,2,1463.03998851776,5,2,4,11,Potential Loyalists,Low
12883,25,4,703.4699968099591,4,4,3,11,Need Attention,Low
12884,88,1,309.0499963760374,2,1,2,5,Lost Customers,Low
12885,63,3,1175.2200044691563,3,3,4,10,Need Attention,Low
12886,68,2,1378.3999980688095,3,2,4,9,Need Attention,Low
12888,214,2,354.119998931885,1,2,2,5,Lost Customers,High
